ageb_id,label,stratum,stops_400m,stops_800m,employment_proxy,accessibility_quartile,employment_quartile,label_str
1409700010918,1,existing_station,83,105,1020.0,3,4,suitable
1403900013586,1,existing_station,94,210,1020.0,4,4,suitable
1412000014821,1,existing_station,24,27,1025.0,1,4,suitable
1412000012416,1,existing_station,33,57,1040.0,1,4,suitable
1412000014501,1,existing_station,54,88,1040.0,3,4,suitable
1412000015942,1,existing_station,42,89,1045.0,2,4,suitable
1412000011282,1,existing_station,46,80,1050.0,2,4,suitable
1403900010346,1,existing_station,47,103,1075.0,3,4,suitable
1412000014732,1,existing_station,16,50,1075.0,1,4,suitable
1403900014461,1,existing_station,27,51,1080.0,1,4,suitable
141010001097A,1,existing_station,54,96,1090.0,3,4,suitable
141200001027A,1,existing_station,78,135,1095.0,4,4,suitable
141200001447A,1,existing_station,101,190,1095.0,4,4,suitable
1409800012822,1,existing_station,56,109,1100.0,3,4,suitable
1412000010814,1,existing_station,36,80,1105.0,2,4,suitable
1403900013641,1,existing_station,70,161,1105.0,4,4,suitable
1403900015351,1,existing_station,39,116,1110.0,3,4,suitable
1409700250797,1,existing_station,86,104,1115.0,3,4,suitable
1403900011819,1,existing_station,50,137,1120.0,3,4,suitable
1403900014866,1,existing_station,48,83,1120.0,2,4,suitable
1409700340250,1,existing_station,43,55,1125.0,2,4,suitable
1409800011260,1,existing_station,57,99,1130.0,3,4,suitable
1412000015266,1,existing_station,64,139,1140.0,4,4,suitable
1412000015497,1,existing_station,121,216,1165.0,4,4,suitable
1409704240975,1,existing_station,55,100,1165.0,3,4,suitable
1412000014376,1,existing_station,105,165,1185.0,4,4,suitable
1403900011185,1,existing_station,108,197,1190.0,4,4,suitable
1410100011605,1,existing_station,78,141,1195.0,4,4,suitable
1409800012413,1,existing_station,60,126,1195.0,3,4,suitable
1412000010212,1,existing_station,64,115,1200.0,3,4,suitable
1412002434713,1,existing_station,14,25,1200.0,1,4,suitable
1409704241761,1,existing_station,100,145,1210.0,4,4,suitable
1403900011062,1,existing_station,62,169,1215.0,4,4,suitable
1412000015196,1,existing_station,79,143,1215.0,4,4,suitable
140390001215A,1,existing_station,69,163,1220.0,4,4,suitable
1403900012291,1,existing_station,60,105,1225.0,3,4,suitable
1409800012428,1,existing_station,53,101,1225.0,3,4,suitable
1412000010405,1,existing_station,89,135,1230.0,4,4,suitable
1412000016758,1,existing_station,27,37,1240.0,1,4,suitable
1409700250477,1,existing_station,98,145,1250.0,4,4,suitable
140390001101A,1,existing_station,57,136,1250.0,4,4,suitable
1403900011912,1,existing_station,63,149,1255.0,4,4,suitable
1403900012249,1,existing_station,56,126,1255.0,3,4,suitable
1403900012107,1,existing_station,54,101,1260.0,3,4,suitable
1403900011096,1,existing_station,27,123,1295.0,3,4,suitable
1412000012702,1,existing_station,29,134,1300.0,3,4,suitable
141200001550A,1,existing_station,104,178,1300.0,4,4,suitable
1403900011791,1,existing_station,55,131,1305.0,3,4,suitable
140390001133A,1,existing_station,62,167,1330.0,4,4,suitable
1403900011077,1,existing_station,47,158,1335.0,4,4,suitable
1403900010399,1,existing_station,55,107,1360.0,3,4,suitable
1412000010689,1,existing_station,87,163,1365.0,4,4,suitable
1412000012929,1,existing_station,61,130,1370.0,4,4,suitable
1412000015459,1,existing_station,50,119,1375.0,3,4,suitable
1403900012164,1,existing_station,111,204,1390.0,4,4,suitable
140980001007A,1,existing_station,45,98,1410.0,3,4,suitable
1403900011594,1,existing_station,49,136,1415.0,3,4,suitable
1403900011147,1,existing_station,85,178,1415.0,4,4,suitable
1403900011113,1,existing_station,33,155,1420.0,3,4,suitable
1403900011787,1,existing_station,35,146,1455.0,3,4,suitable
1409800011716,1,existing_station,46,164,1465.0,4,4,suitable
1412000012914,1,existing_station,33,66,1475.0,2,4,suitable
1403900010948,1,existing_station,46,89,1475.0,2,4,suitable
1403900010651,1,existing_station,61,121,1480.0,3,4,suitable
1407000200242,1,existing_station,42,57,1485.0,2,4,suitable
1403900015313,1,existing_station,45,120,1490.0,3,4,suitable
1412000015478,1,existing_station,54,103,1505.0,3,4,suitable
1412000011121,1,existing_station,112,198,1505.0,4,4,suitable
1403900011344,1,existing_station,121,227,1510.0,4,4,suitable
1403900014565,1,existing_station,45,96,1525.0,3,4,suitable
1403900013961,1,existing_station,71,151,1525.0,4,4,suitable
1409800012856,1,existing_station,87,134,1540.0,4,4,suitable
1403900013957,1,existing_station,46,102,1550.0,3,4,suitable
1403900011397,1,existing_station,103,226,1555.0,4,4,suitable
1412000010706,1,existing_station,99,182,1555.0,4,4,suitable
1403900013317,1,existing_station,88,159,1570.0,4,4,suitable
1412000011210,1,existing_station,33,57,1580.0,1,4,suitable
1409700250458,1,existing_station,88,139,1585.0,4,4,suitable
1403900012569,1,existing_station,61,106,1595.0,3,4,suitable
1409800011608,1,existing_station,39,109,1620.0,3,4,suitable
1403900012427,1,existing_station,51,99,1630.0,3,4,suitable
1409700250462,1,existing_station,103,165,1635.0,4,4,suitable
1403900010312,1,existing_station,42,97,1670.0,2,4,suitable
1412000016512,1,existing_station,155,200,1705.0,4,4,suitable
1403900010929,1,existing_station,15,75,1705.0,1,4,suitable
1403900015370,1,existing_station,40,119,1725.0,3,4,suitable
1403900010863,1,existing_station,86,191,1730.0,4,4,suitable
1412000012242,1,existing_station,52,130,1730.0,3,4,suitable
1403900011306,1,existing_station,83,197,1755.0,4,4,suitable
1403900014546,1,existing_station,117,238,1775.0,4,4,suitable
141200001116A,1,existing_station,27,53,1775.0,1,4,suitable
1403900012130,1,existing_station,68,176,1780.0,4,4,suitable
1403900015652,1,existing_station,59,141,1780.0,4,4,suitable
1403900015347,1,existing_station,42,138,1790.0,3,4,suitable
1409704240443,1,existing_station,86,126,1815.0,4,4,suitable
1403900010365,1,existing_station,41,102,1825.0,3,4,suitable
1403900013321,1,existing_station,52,143,1835.0,4,4,suitable
1403900012446,1,existing_station,47,131,1835.0,3,4,suitable
1403900013694,1,existing_station,14,39,1840.0,1,4,suitable
1403900012662,1,existing_station,43,119,1850.0,3,4,suitable
1412000014836,1,existing_station,20,41,1855.0,1,4,suitable
1412000011757,1,existing_station,84,170,1880.0,4,4,suitable
1403900012588,1,existing_station,38,87,1905.0,2,4,suitable
1403900011274,1,existing_station,30,101,1910.0,2,4,suitable
1409800011383,1,existing_station,43,56,1915.0,2,4,suitable
1403900013726,1,existing_station,26,77,1915.0,2,4,suitable
1412000011155,1,existing_station,26,40,1955.0,1,4,suitable
1403900010295,1,existing_station,46,119,1955.0,3,4,suitable
141200001098A,1,existing_station,50,103,2020.0,3,4,suitable
1409700010922,1,existing_station,76,123,2020.0,4,4,suitable
1403900010609,1,existing_station,35,88,2040.0,2,4,suitable
1403900010596,1,existing_station,55,103,2075.0,3,4,suitable
1409800010031,1,existing_station,55,114,2085.0,3,4,suitable
1403900011170,1,existing_station,100,193,2100.0,4,4,suitable
1403900014902,1,existing_station,48,128,2110.0,3,4,suitable
1403900012639,1,existing_station,31,92,2150.0,2,4,suitable
1412000011460,1,existing_station,53,120,2150.0,3,4,suitable
1403900013976,1,existing_station,84,209,2155.0,4,4,suitable
1403900011378,1,existing_station,73,209,2165.0,4,4,suitable
1403900011575,1,existing_station,83,182,2180.0,4,4,suitable
1412000011441,1,existing_station,46,109,2215.0,3,4,suitable
1403900013980,1,existing_station,50,138,2215.0,3,4,suitable
1412000014427,1,existing_station,54,139,2215.0,4,4,suitable
1403900015489,1,existing_station,23,128,2250.0,3,4,suitable
1412000012863,1,existing_station,47,98,2270.0,3,4,suitable
1403900012408,1,existing_station,34,107,2280.0,3,4,suitable
1403900013143,1,existing_station,33,71,2280.0,2,4,suitable
1409701801244,1,existing_station,96,129,2300.0,4,4,suitable
1412000011193,1,existing_station,56,69,2325.0,2,4,suitable
140390001457A,1,existing_station,55,124,2345.0,3,4,suitable
1403900010666,1,existing_station,55,110,2355.0,3,4,suitable
140390001158A,1,existing_station,79,137,2360.0,4,4,suitable
1410100010931,1,existing_station,101,171,2360.0,4,4,suitable
1409800011434,1,existing_station,90,176,2380.0,4,4,suitable
1403900011861,1,existing_station,126,255,2400.0,4,4,suitable
1403900015366,1,existing_station,62,108,2430.0,3,4,suitable
1403900011556,1,existing_station,96,185,2470.0,4,4,suitable
1403900011289,1,existing_station,87,146,2490.0,4,4,suitable
1412000014516,1,existing_station,58,89,2490.0,3,4,suitable
1412000010617,1,existing_station,55,73,2495.0,2,4,suitable
1403900011630,1,existing_station,100,257,2560.0,4,4,suitable
1412000016743,1,existing_station,27,43,2630.0,1,4,suitable
1403900010933,1,existing_station,51,110,2650.0,3,4,suitable
1403900011560,1,existing_station,60,180,2700.0,4,4,suitable
1403900011753,1,existing_station,60,112,2735.0,3,4,suitable
1403900010577,1,existing_station,19,43,2740.0,1,4,suitable
1412000011278,1,existing_station,46,101,2805.0,3,4,suitable
1412000012539,1,existing_station,66,120,2840.0,3,4,suitable
140980001167A,1,existing_station,78,133,2840.0,4,4,suitable
1412000013575,1,existing_station,29,88,2850.0,2,4,suitable
1403900012395,1,existing_station,69,169,2895.0,4,4,suitable
140390001368A,1,existing_station,150,291,2930.0,4,4,suitable
141200001066A,1,existing_station,126,224,2995.0,4,4,suitable
1403900014917,1,existing_station,71,168,3015.0,4,4,suitable
1412000011297,1,existing_station,62,180,3075.0,4,4,suitable
1403900010308,1,existing_station,37,79,3090.0,2,4,suitable
1409800012095,1,existing_station,28,151,3145.0,3,4,suitable
1403900010613,1,existing_station,57,109,3290.0,3,4,suitable
1407000200257,1,existing_station,24,50,3320.0,1,4,suitable
1412000013664,1,existing_station,49,67,3340.0,2,4,suitable
1403900014584,1,existing_station,96,186,3375.0,4,4,suitable
1403900011325,1,existing_station,74,170,3450.0,4,4,suitable
1412000011189,1,existing_station,36,73,3455.0,2,4,suitable
1403900011363,1,existing_station,93,227,3495.0,4,4,suitable
1412000014198,1,existing_station,105,161,3530.0,4,4,suitable
1412000013166,1,existing_station,128,219,3530.0,4,4,suitable
1403900011043,1,existing_station,20,63,3555.0,1,4,suitable
1403900012179,1,existing_station,109,196,3565.0,4,4,suitable
1403900011768,1,existing_station,86,199,3630.0,4,4,suitable
1403900013730,1,existing_station,26,49,3640.0,1,4,suitable
1407000130238,1,existing_station,31,58,3730.0,1,4,suitable
1403900011310,1,existing_station,80,135,3735.0,4,4,suitable
1412000010655,1,existing_station,126,211,3745.0,4,4,suitable
1412000010547,1,existing_station,40,98,3760.0,2,4,suitable
1403900010350,1,existing_station,47,119,3810.0,3,4,suitable
1412000010640,1,existing_station,92,197,4130.0,4,4,suitable
1409700201013,1,existing_station,160,214,4435.0,4,4,suitable
1403900011626,1,existing_station,121,246,4490.0,4,4,suitable
1409800011928,1,existing_station,115,180,4520.0,4,4,suitable
1403900011293,1,existing_station,130,211,4530.0,4,4,suitable
1412000013306,1,existing_station,9,24,4630.0,1,4,suitable
1412000011225,1,existing_station,40,74,4865.0,2,4,suitable
1412000010975,1,existing_station,43,85,5015.0,2,4,suitable
1403900014033,1,existing_station,60,128,5220.0,3,4,suitable
1403900011359,1,existing_station,117,225,5280.0,4,4,suitable
140390001350A,1,existing_station,84,185,5330.0,4,4,suitable
1403900012592,1,existing_station,79,172,5345.0,4,4,suitable
1403900012573,1,existing_station,67,125,5395.0,4,4,suitable
1412000013293,1,existing_station,21,37,5485.0,1,4,suitable
1403900012183,1,existing_station,114,225,5570.0,4,4,suitable
1412000011206,1,existing_station,60,71,5590.0,2,4,suitable
1403900012145,1,existing_station,54,150,5910.0,4,4,suitable
1403900010030,1,existing_station,119,176,6155.0,4,4,suitable
1409800012381,1,existing_station,162,265,6995.0,4,4,suitable
1412000011009,1,existing_station,64,181,7115.0,4,4,suitable
1412000016550,1,existing_station,65,179,7220.0,4,4,suitable
140980001053A,1,existing_station,58,98,7770.0,3,4,suitable
1403900012605,1,existing_station,73,129,8195.0,4,4,suitable
1403900012554,1,existing_station,73,174,9430.0,4,4,suitable
1409700053518,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1400200020045,0,underserved_q1_1,0,0,120.0,1,1,unsuitable
1412400010226,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1405100010139,0,underserved_q1_1,0,0,75.0,1,1,unsuitable
141240001057A,0,underserved_q1_1,0,0,75.0,1,1,unsuitable
1409700050640,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1409700151348,0,underserved_q1_1,0,0,40.0,1,1,unsuitable
1405100020196,0,underserved_q1_1,0,0,100.0,1,1,unsuitable
1412000017027,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1409708634145,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
140970870408A,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
140440002012A,0,underserved_q1_1,0,0,40.0,1,1,unsuitable
140970005034A,0,underserved_q1_1,0,0,80.0,1,1,unsuitable
1409700432628,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1412001395995,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1404400010280,0,underserved_q1_1,0,0,60.0,1,1,unsuitable
1409700050655,0,underserved_q1_1,0,0,100.0,1,1,unsuitable
1404400010327,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1410100260698,0,underserved_q1_1,0,0,60.0,1,1,unsuitable
1404400010079,0,underserved_q1_1,0,0,115.0,1,1,unsuitable
1409700092863,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1412400010372,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1412000014910,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1412400010508,0,underserved_q1_1,0,0,120.0,1,1,unsuitable
1409700053503,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1405100020181,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1409700150227,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1400200010191,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1409708634126,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
141240001032A,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1404400020134,0,underserved_q1_1,0,0,20.0,1,1,unsuitable
1412400940391,0,underserved_q1_1,0,0,100.0,1,1,unsuitable
1404400010100,0,underserved_q1_1,0,0,40.0,1,1,unsuitable
1400200010064,0,underserved_q1_1,0,0,80.0,1,1,unsuitable
1412400010438,0,underserved_q1_1,0,0,95.0,1,1,unsuitable
1410100262285,0,underserved_q1_2,0,0,,1,2,unsuitable
141010026154A,0,underserved_q1_2,0,0,,1,2,unsuitable
1404400010098,0,underserved_q1_2,0,0,235.0,1,2,unsuitable
1404400100238,0,underserved_q1_2,0,0,140.0,1,2,unsuitable
1412001395980,0,underserved_q1_2,0,0,400.0,1,2,unsuitable
141010026186A,0,underserved_q1_2,0,0,,1,2,unsuitable
141240001025A,0,underserved_q1_2,0,0,150.0,1,2,unsuitable
1412400010137,0,underserved_q1_2,0,0,430.0,1,2,unsuitable
1412400940387,0,underserved_q1_2,0,0,255.0,1,2,unsuitable
1409700150960,0,underserved_q1_2,0,0,255.0,1,2,unsuitable
1409700411009,0,underserved_q1_2,0,0,510.0,1,2,unsuitable
1412400010419,0,underserved_q1_2,0,0,175.0,1,2,unsuitable
141240001018A,0,underserved_q1_2,0,0,300.0,1,2,unsuitable
141010026122A,0,underserved_q1_2,0,0,,1,2,unsuitable
1412000014770,0,underserved_q1_2,0,0,,1,2,unsuitable
1412400010141,0,underserved_q1_2,0,0,335.0,1,2,unsuitable
1404400100242,0,underserved_q1_2,0,0,215.0,1,2,unsuitable
1412400010495,0,underserved_q1_2,0,0,215.0,1,2,unsuitable
1400200010030,0,underserved_q1_2,0,0,550.0,1,2,unsuitable
1400200040187,0,underserved_q1_2,0,0,330.0,1,2,unsuitable
1410100261234,0,underserved_q1_2,0,0,,1,2,unsuitable
1412400010480,0,underserved_q1_2,0,0,260.0,1,2,unsuitable
1410100261785,0,underserved_q1_2,0,0,,1,2,unsuitable
1412400010334,0,underserved_q1_2,0,0,150.0,1,2,unsuitable
1410100261249,0,underserved_q1_2,0,0,,1,2,unsuitable
1409700053166,0,underserved_q1_2,0,0,175.0,1,2,unsuitable
1412000015181,0,underserved_q1_2,0,0,,1,2,unsuitable
140020002005A,0,underserved_q1_2,0,0,340.0,1,2,unsuitable
1410100261709,0,underserved_q1_2,0,0,,1,2,unsuitable
1412000014766,0,underserved_q1_2,0,0,175.0,1,2,unsuitable
140440002005A,0,underserved_q1_2,0,0,370.0,1,2,unsuitable
1412400010175,0,underserved_q1_2,0,0,420.0,1,2,unsuitable
1410100260683,0,underserved_q1_2,0,0,140.0,1,2,unsuitable
1400200020276,0,underserved_q1_3,0,0,,1,3,unsuitable
1412002065054,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400010083,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010550,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010283,0,underserved_q1_3,0,0,,1,3,unsuitable
1412000017031,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400010064,0,underserved_q1_3,0,0,,1,3,unsuitable
1407000130596,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020327,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020331,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010531,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200010308,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400020172,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010245,0,underserved_q1_3,0,0,,1,3,unsuitable
1405100020213,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010457,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400010308,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010230,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010279,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010565,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200010083,0,underserved_q1_3,0,0,,1,3,unsuitable
1412401760601,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020242,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020238,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010546,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010264,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400020149,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400010331,0,underserved_q1_3,0,0,,1,3,unsuitable
1412000017258,0,underserved_q1_3,0,0,,1,3,unsuitable
1412002066461,0,underserved_q1_3,0,0,,1,3,unsuitable
141200206504A,0,underserved_q1_3,0,0,,1,3,unsuitable
141200231696A,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200010115,0,underserved_q1_3,0,0,,1,3,unsuitable
140440010037A,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200010168,0,underserved_q1_3,0,0,,1,3,unsuitable
1405100010177,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010442,0,underserved_q1_3,0,0,,1,3,unsuitable
1412401760599,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400100223,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020257,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020204,0,underserved_q1_3,0,0,,1,3,unsuitable
1405100020209,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400010365,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400020350,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020149,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020153,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400020346,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020223,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200010312,0,underserved_q1_3,0,0,,1,3,unsuitable
1412000017135,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400010295,0,underserved_q1_3,0,0,,1,3,unsuitable
140020001012A,0,underserved_q1_3,0,0,,1,3,unsuitable
1412007500301,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010461,0,underserved_q1_3,0,0,,1,3,unsuitable
141200001739A,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400020153,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200010295,0,underserved_q1_3,0,0,,1,3,unsuitable
1412000017417,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020219,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010423,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010349,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010298,0,underserved_q1_3,0,0,,1,3,unsuitable
1412002067347,0,underserved_q1_3,0,0,,1,3,unsuitable
1404401700399,0,underserved_q1_3,0,0,,1,3,unsuitable
1412007630867,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010300,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010315,0,underserved_q1_3,0,0,,1,3,unsuitable
1412000017169,0,underserved_q1_3,0,0,,1,3,unsuitable
1404400020115,0,underserved_q1_3,0,0,,1,3,unsuitable
1400200020172,0,underserved_q1_3,0,0,,1,3,unsuitable
1412400010404,0,underserved_q1_3,0,0,,1,3,unsuitable
1404401700219,0,underserved_q1_3,0,0,,1,3,unsuitable
1409700413289,0,underserved_q1_4,0,0,,1,4,unsuitable
1409800013252,0,underserved_q1_4,0,0,,1,4,unsuitable
140970025073A,0,underserved_q1_4,0,0,,1,4,unsuitable
1409800013125,0,underserved_q1_4,0,0,,1,4,unsuitable
140970015319A,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700413293,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700312789,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700252204,0,underserved_q1_4,0,0,,1,4,unsuitable
1409701802577,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700413274,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700413325,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700051314,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700313630,0,underserved_q1_4,0,0,,1,4,unsuitable
1409800013318,0,underserved_q1_4,0,0,,1,4,unsuitable
1409800011862,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700413310,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700051329,0,underserved_q1_4,0,0,,1,4,unsuitable
140970041326A,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700312774,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700412149,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700013113,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700011085,0,underserved_q1_4,0,0,,1,4,unsuitable
140970005066A,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700052581,0,underserved_q1_4,0,0,,1,4,unsuitable
1409701801047,0,underserved_q1_4,0,0,,1,4,unsuitable
1409708234003,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700053147,0,underserved_q1_4,0,0,,1,4,unsuitable
1409700413306,0,underserved_q1_4,0,0,,1,4,unsuitable
1409800010972,0,underserved_q2_1,1,6,20.0,2,1,unsuitable
1404400020187,0,underserved_q2_1,0,0,40.0,2,1,unsuitable
1412002316989,0,underserved_q2_1,0,8,20.0,2,1,unsuitable
1409800011839,0,underserved_q2_1,0,7,20.0,2,1,unsuitable
1407000130435,0,underserved_q2_1,0,2,60.0,2,1,unsuitable
1412002316692,0,underserved_q2_1,0,6,60.0,2,1,unsuitable
1410100342463,0,underserved_q2_1,2,2,120.0,2,1,unsuitable
1412000015641,0,underserved_q2_1,0,2,20.0,2,1,unsuitable
1409700411259,0,underserved_q2_1,0,3,60.0,2,1,unsuitable
1412400010156,0,underserved_q2_1,0,0,60.0,2,1,unsuitable
140970777237A,0,underserved_q2_1,0,3,20.0,2,1,unsuitable
1409708824215,0,underserved_q2_1,0,10,40.0,2,1,unsuitable
1407000130365,0,underserved_q2_1,3,5,40.0,2,1,unsuitable
1412400010211,0,underserved_q2_1,0,0,60.0,2,1,unsuitable
1412000017370,0,underserved_q2_1,0,0,40.0,2,1,unsuitable
1407000130420,0,underserved_q2_1,2,9,60.0,2,1,unsuitable
140970777244A,0,underserved_q2_1,5,6,20.0,2,1,unsuitable
1410101932711,0,underserved_q2_1,2,3,75.0,2,1,unsuitable
1409707772365,0,underserved_q2_1,0,0,60.0,2,1,unsuitable
1409708234041,0,underserved_q2_1,5,9,135.0,2,1,unsuitable
1412401760160,0,underserved_q2_1,0,0,40.0,2,1,unsuitable
1409800142127,0,underserved_q2_1,0,7,20.0,2,1,unsuitable
140970041333A,0,underserved_q2_1,0,1,20.0,2,1,unsuitable
1409700050335,0,underserved_q2_1,0,0,40.0,2,1,unsuitable
1412007570462,0,underserved_q2_1,3,5,20.0,2,1,unsuitable
1410100220024,0,underserved_q2_1,3,5,20.0,2,1,unsuitable
1410100011658,0,underserved_q2_1,1,13,20.0,2,1,unsuitable
1409700432613,0,underserved_q2_1,0,0,60.0,2,1,unsuitable
1409700150956,0,underserved_q2_1,0,0,40.0,2,1,unsuitable
1404400540435,0,underserved_q2_1,2,5,20.0,2,1,unsuitable
1412007500316,0,underserved_q2_1,0,0,40.0,2,1,unsuitable
1400200010079,0,underserved_q2_1,0,0,40.0,2,1,unsuitable
1407000140774,0,underserved_q2_1,0,4,40.0,2,1,unsuitable
1409800011171,0,underserved_q2_1,0,7,40.0,2,1,unsuitable
1409800013163,0,underserved_q2_1,0,10,20.0,2,1,unsuitable
1409701151992,0,underserved_q2_1,3,5,60.0,2,1,unsuitable
1409700252420,0,underserved_q2_1,0,4,20.0,2,1,unsuitable
1409800011805,0,underserved_q2_1,0,3,75.0,2,1,unsuitable
1412400010512,0,underserved_q2_1,0,0,40.0,2,1,unsuitable
1412400010527,0,underserved_q2_1,0,0,60.0,2,1,unsuitable
1409708634111,0,underserved_q2_1,0,8,40.0,2,1,unsuitable
1412000016090,0,underserved_q2_1,0,10,95.0,2,1,unsuitable
1410100012603,0,underserved_q2_2,2,11,,2,2,unsuitable
1410100012548,0,underserved_q2_2,0,5,,2,2,unsuitable
1410100342641,0,underserved_q2_2,0,1,,2,2,unsuitable
1410100012529,0,underserved_q2_2,0,9,,2,2,unsuitable
1410100092444,0,underserved_q2_2,3,10,,2,2,unsuitable
1410100012270,0,underserved_q2_2,0,2,,2,2,unsuitable
1409708333537,0,underserved_q2_2,0,7,160.0,2,2,unsuitable
1412000014906,0,underserved_q2_2,0,8,,2,2,unsuitable
1410100011874,0,underserved_q2_2,0,7,,2,2,unsuitable
141010193268A,0,underserved_q2_2,2,2,,2,2,unsuitable
141010001250A,0,underserved_q2_2,0,5,,2,2,unsuitable
1410100220096,0,underserved_q2_2,1,3,,2,2,unsuitable
1409800143229,0,underserved_q2_2,0,4,,2,2,unsuitable
1410100342637,0,underserved_q2_2,2,6,,2,2,unsuitable
1410100092177,0,underserved_q2_2,4,9,,2,2,unsuitable
1407000211185,0,underserved_q2_2,5,6,230.0,2,2,unsuitable
1409800012216,0,underserved_q2_2,0,7,360.0,2,2,unsuitable
1410100340274,0,underserved_q2_2,0,8,,2,2,unsuitable
1412000014130,0,underserved_q2_2,0,11,,2,2,unsuitable
1410100380128,0,underserved_q2_2,4,4,,2,2,unsuitable
1412002313838,0,underserved_q2_2,0,8,155.0,2,2,unsuitable
1409700411263,0,underserved_q2_2,4,8,1785.0,2,2,unsuitable
1412000014944,0,underserved_q2_2,0,9,175.0,2,2,unsuitable
1409700252295,0,underserved_q2_2,4,5,175.0,2,2,unsuitable
1409800013356,0,underserved_q2_2,0,1,,2,2,unsuitable
1410100092228,0,underserved_q2_2,2,10,,2,2,unsuitable
1412000013645,0,underserved_q2_2,0,2,,2,2,unsuitable
1410100341978,0,underserved_q2_2,1,9,,2,2,unsuitable
1410100011906,0,underserved_q2_2,1,9,,2,2,unsuitable
